Date,User,Message
2023-11-08 15:17:29,".","샐러디는 그래도 규격 별로 봉투 있으니까.."
2023-11-08 15:17:57,"김세진","사~실 제가 성격이 빡빡한 편이 아니라ㅋㅋㅋ 뭐 불편함을 잘 못느끼는데"
2023-11-08 15:18:44,"김세진","여러분들 의견 들으니 다시 생각해보게 되네요! 의견 주신것들 모두  잘 읽어봤습니다 감사합니당"
2023-11-08 15:19:20,".","근데 기기 별로 UX 차이가 많이 나는 것들도 디바이스 마다 사용하는 로직이 정해져 있어서 그럴 수도 있을 것 같아요"
2023-11-08 15:19:30,".","앱 디자인 할 때 로그인 페이지가 각각 다른 것처럼"
2023-11-08 15:19:45,".","서버 잘못 쓰면 이상한 로직 되더라구요"
2023-11-08 15:20:02,"제이든","와 답변 감사합니다. 살펴볼게요^^"
2023-11-08 15:21:52,"뿅뿅 네오","여러분들의 의견을 듣고 싶습니다. 포트폴리오에 프로토타입을 넣고 싶은데 큐알코드 모양으로 넣는걸 추천하실까요??"
2023-11-08 15:23:17,"라마","안볼 가능성이 높아서"
2023-11-08 15:23:31,"라마","엄청 크게 한페이지로 무조검 보세요 라는 느낌으로 한페이지를 쓰시거나"
2023-11-08 15:23:38,"라마","pt발표 때 하시는것도 방법이에요"
2023-11-08 15:23:50,"기타치는 튜브","맞나요 전 그렇게 하긴했었는데 안읽긴하더라구요.. 그냥 면접때 포폴발표할때 들어가서 보여주긴했었어요"
2023-11-08 15:24:02,"기타치는 튜브","*맞아요"
2023-11-08 15:24:07,"뿅뿅 네오","그럼"
2023-11-08 15:24:12,"뿅뿅 네오","일단 넣는게 좋겠쪄?.."
2023-11-08 15:24:25,"라마","갠적으로 느낀게 지인짜 ux 엄청 깊게파는 회사 느낌 아니면"
2023-11-08 15:24:31,"옐로카드 프로도","ㅋㅋ 높은 확률로 안보십니다"
2023-11-08 15:24:34,"라마","대충 넘기는 경우가 생각보다 많은거 같아요"
2023-11-08 15:24:42,"뿅뿅 네오","넣을지 말지 고민중입니다 ㅠㅠㅠ"
2023-11-08 15:24:51,"라마","다른 방법으로는"
2023-11-08 15:24:58,"라마","차라리 포트폴리오에 같이 넣지말고"
2023-11-08 15:25:12,"라마","개별로 내보시는것도"
2023-11-08 15:25:24,"라마","그렇게 내니까 동영상 작업물은 좀 보더라구요 링크 연결한거"
2023-11-08 15:25:38,"뿅뿅 네오","아하 그럼 포폴에 뺴고 따로 링크로 보내야겠네여"
2023-11-08 15:25:52,"우산","면접에 진심인 회사들은 링크걸어둔거 다 꼼꼼히 보더라구요 "
2023-11-08 15:26:17,"뿅뿅 네오","그럼 작게 하나 넣어야겟다"
2023-11-08 15:39:32,"열심히 일하는 네오","피그마 데브모드는 내년부턴 오거니제이션 요금제부터 사용가능한가요?

요금제 알아 보는데 개발자모드는 2024년부터 유료 (오거니제이션 +$25, 엔터프라이즈 +$35)
라고 돼있길래 궁금해서 문의합니다

혹시 자세히 아시는 분 계실까요?"
2023-11-08 15:42:49,"귀여운 라이언","저는 면접관 들어갈때"
2023-11-08 15:42:57,"귀여운 라이언","한번 포폴 보는 갯수가 1천개도 넘어갈때 있거든요"
2023-11-08 15:43:12,"귀여운 라이언","그러면 프로토타입보다 이 디자인에 대한 당위성이나 설득력은 더 봅니다.."
2023-11-08 15:43:23,"귀여운 라이언","프로토타입까지 면밀히 볼 시간이 없습니다"
2023-11-08 15:43:33,"귀여운 라이언","아예 구축이면 모를까.."
2023-11-08 16:30:27,"초롱초롱 네오","Photo"
2023-11-08 16:30:49,"초롱초롱 네오","피그마하다보면 좌측바에 이런식으로 아이콘이 뜨는 경우가 있더라구요"
2023-11-08 16:31:01,"초롱초롱 네오","이거 명칭이 뭐고 어떻게 사용하는 건가요?"
2023-11-08 16:34:15,"Font","프레임 내에 텍스트 레이어고 앱솔루트 포지션 되어있는경우입니다."
2023-11-08 16:34:22,"신재로","엡솔루트 포지션이고 우측바 "
2023-11-08 16:34:23,"신재로","Photo"
2023-11-08 16:34:35,"신재로","여기에 있는거 누르시면 됩니다"
2023-11-08 16:34:47,"신재로","Photo"
2023-11-08 16:34:57,"초롱초롱 네오","헉 우와… 감사합니당"
2023-11-08 16:35:03,"초롱초롱 네오","Emoticon"
2023-11-08 17:15:56,"신나는 프로도","안녕하세요! (운영진 승인)

리트머스팀에서 PM겸 노코드 개발자로 일하고 있는 김규태입니다.

사이드 프로젝트를 위해 랜딩페이지를 제작했는데 디자이너 분의 피드백과 함께 이번 사이드프로젝트를 함께 하실분을 찾고 있습니다.

랜딩페이지
https://starlike2you.wixsite.com/saturn

소개페이지
https://mountainous-math-faf.notion.site/Oscar-7f062384fab3476ebc3b5ebf7c87fde1?pvs=4

카카오톡 ID
starlike2you"
,"","The message has been deleted."
2023-11-08 17:54:29,"말썽쟁이 네오","혹시 두 버튼 중에 어떤 게 더 나은 거 같나요..? 두개중에 고민이 되네여..."
2023-11-08 17:55:19,"경례하는 프로도","처음으로 가는거랑 재선택이랑 차이가 뭔가여?"
2023-11-08 17:55:45,"말썽쟁이 네오","사실 재선택이 아니고 다른 언어인데 저렇게 바꿔놨어요..! 특정 분야가 나오는 단어라 ㅠㅠ "
2023-11-08 17:56:02,"말썽쟁이 네오","처음으로는 아예 처음이고 재선택은 중간으로 가는 겁니다!"
2023-11-08 18:15:03,"피구마고구마","안녕하세요 피그마 기본 단위가 px인데 mm나 cm로 바꿀 수 있나요?"
2023-11-08 18:19:28,"레몬나르고빚갚으리오","웹기반 툴이라 플러그인의 도움이 필요하지 않을까 싶네요."
2023-11-08 18:19:46,"레몬나르고빚갚으리오","요즘 인쇄 작업도 피그마 많이들 쓰는가봐요."
2023-11-08 18:21:15,"피구마고구마","아 그렇군요, 감사합니다"
2023-11-08 22:54:53,"기뻐하는 라이언","안녕하세여 피그마에서 어도비폰트를 연동해서 사용하고 웹디자인을 하고 어도비를 구독하지 않는 개발자에게 전달시 문제가 생기나요? 구글웹폰트를 사용하는게 정답일까여"
2023-11-08 23:21:30,"김세진","편집이 어렵지 데브모드로 코드 읽는건 문제 없습니다! 대신 퍼블리싱할 때 결국 폰트가 필요하겠죠 폰트 미리 확보하고 같이 전달해주세요"
2023-11-09 00:36:47,"기뻐하는 라이언","넵 감사합니다!"
2023-11-09 07:53:02,"피튜","안녕하세요 :) 
어제 테이블 플러그인을 급하게 찾다보니
종류는 많은데 생각보다 
쓰기 좋은게 많지는 않더라고요!

테스트 해보고 
괜찮은 무료 플러그인  
4가지만 골라서 
소개해 드립니다.

참고로 Variables to table은 
테이블 전용은 아닌데,
너무 좋아서 넣어봤습니다.
등록한 베리어블 > 깔끔한 테이블 가이드로
만들어주니 테스트 해보세요!
이미지 첨부합니다.

그럼 오늘도 파이팅하세요!!!

📍Variables to table(추천) 
https://url.kr/ox9y5j
등록한 베리어블을 
깔끔한 테이블로 정리 해줍니다.
(이미지 예시 첨부)

📍Table generator
https://url.kr/iug6he
csv로 복붙하면 구글 시트의
테이블을 옮겨올수 있습니다. 
리사이징 지원X
단순한 테이블 생성시 적합 

📍Table creator(추천)
https://url.kr/wmsjb3
리사이징 대응이 잘 되어 있는
테이블 플러그인 

📍Table (위젯)
"
2023-11-09 07:53:24,"피튜","Photo"
2023-11-09 09:51:31,"귀여운 라이언","혹싴ㅋ"
2023-11-09 09:51:43,"귀여운 라이언","배민 우와콘 참가 양도해주실붘 계신가요.."
2023-11-09 09:55:47,"신난어피치","연락이 왔나용?"
2023-11-09 09:56:02,"하트뿅뿅 라이언","벌써 연락오셨나요??"
2023-11-09 09:56:12,"하트뿅뿅 라이언","하….이런거 운 진짜 없는데"
2023-11-09 09:56:20,"귀여운 라이언","그거 신청결과 조회"
2023-11-09 09:56:25,"귀여운 라이언","해보시면 됩니다 ㅠ"
2023-11-09 09:58:56,"하트뿅뿅 라이언","하…떨어졌네요"
2023-11-09 10:00:37,"귀여운 라이언","아 이거 가서"
2023-11-09 10:00:43,"귀여운 라이언","외근신청하려고했는데 ㅠ"
2023-11-09 10:21:22,"귀여운 라이언","혹시나 우아콘 입장권 양도를 해주시는분께는… 제가 만든 디자인 시스템 피그마 파일을 드립니다 ㅠ"
2023-11-09 10:21:46,"하트뿅뿅 라이언","엇!!! "
2023-11-09 10:31:49,"초롱초롱 무지","오 엄청나네용 ㅋㅋㅋㅋㅋㅋ "
2023-11-09 10:33:15,"루시봉봉봉","앗 뒷 부분이 짤린것 같아요 ㅠ "
2023-11-09 10:36:04,"부끄러운 어피치","ant 디자인시스템 등 오픈소스로 되어있는 디자인시스템에서 디자인 요소 가져다 사용해도 되나요? 아이콘같은거 저작권이 있는지 궁금하네요! "
2023-11-09 10:41:42,"귀여운 라이언","아이콘은 저작권이 없습니다.."
2023-11-09 10:42:19,"귀여운 라이언","https://brunch.co.kr/@dawner/216"
2023-11-09 10:42:28,"귀여운 라이언","예전에 저작권관련해서 알아본적이 있었는데"
2023-11-09 10:42:39,"귀여운 라이언","이런 법적인 것들 알아보니 나름 흥미있었어요"
2023-11-09 10:43:06,"귀여운 라이언","https://brunch.co.kr/@dawner/218"
2023-11-09 10:44:14,"부끄러운 어피치","공유 감사합니다 읽어볼게요 ㅎㅎ"
2023-11-09 11:55:15,"멋쟁이 프로도","혹시 피그마 에셋 배포와 업데이트도"
2023-11-09 11:55:17,"멋쟁이 프로도","단축키가 있을까요?"
2023-11-09 11:55:27,"멋쟁이 프로도","가이드파일 업뎃할때마다 버튼 누르기 힘드네요"
2023-11-09 11:56:19,"귀여운 라이언","퍼블리쉬 말씀이신가요?"
2023-11-09 11:56:33,"멋쟁이 프로도","네네"
2023-11-09 12:00:00,"뿅뿅 네오","클로바x 써보신분 계실까요??"
2023-11-09 12:01:00,"Neo loves Friday","저용"
2023-11-09 12:01:27,"뿅뿅 네오","챗gpt에 비해 많이 떨어지나요?"
2023-11-09 12:03:31,"Neo loves Friday","넵…"
2023-11-09 12:03:50,"Neo loves Friday","아직까지는 데이터가 많은 챗지피티가 월등한 거 같아요"
2023-11-09 12:04:24,"뿅뿅 네오","아하 감사합니다"
2023-11-09 13:17:26,"초린이","아..! 
전에 플러그인에서 
이미지에서 색상 추출해서 여러개 보여주는 플러그인 소개 해주셨는데 혹시 아시는분 있나요?"
2023-11-09 14:00:05,"초롱초롱 튜브","유사 서비스라 한 개의 피그마 파일에서 2개의 프로젝트를 관리중 인데요(컴포넌트 공유)
이제 분리하기 위해 파일을 각각 뜯어야하는데,
현 파일을 마스터 컴포넌트 파일로 쓰고 라이브러리 발행해서 플젝1, 플젝2 디자인 프레임만 옮겨서 컴포넌트 연결된 채로 사용하면 문제없겠죠?
옮기다가 오류 날까봐 걱정돼서요😀"
2023-11-09 14:00:15,"오픈채팅봇","피그마 피디아👉 https://url.kr/mo9n2a"
2023-11-09 14:10:47,"레몬나르고빚갚으리오","안녕녕 / 하나나 / 피그마마

요런식으로 베리어블에서 마지막 글자 두번 쳐지는 버그 해결 방법 따로 있을까요?"
2023-11-09 14:13:49,"좌절하는 라이언","2 photos"
2023-11-09 14:14:30,"좌절하는 라이언","안녕하세요. 플러스 버튼을 다른 아이콘으로 스왑을 하고 싶은데 스왑이 되지 않네요ㅠㅠ 어떻게 해결 할 수 있나요??"
2023-11-09 14:15:27,"돼지마","키보드 와라라라라락 한번 치면 나아지기도 하구요, 텍스트 끝에 엔터말고 쉬프트 엔터 눌러도 해결은 됩니당"
2023-11-09 14:16:14,"돼지마","https://itcider.com/1520/
윈도우시면 요기 참고해보세용"
2023-11-09 14:17:35,"돼지마","프로퍼티 swap instance를 추가해야됩니당 아이콘 클릭하시면 우측 패널에 아이콘의 인스턴트 모양 옆에 불리언 추가 버튼이 보이실거에요 (스왑하려는 아이콘들이 컴포넌트화 되어있어야 합니당)"
2023-11-09 14:25:16,"레몬나르고빚갚으리오","오옷 감사합니다~!"
2023-11-09 14:25:23,"좌절하는 라이언","감사합니다!!"
2023-11-09 14:25:37,"레몬나르고빚갚으리오","맥인지라 ㅠㅠ"
2023-11-09 14:26:03,"돼지마","잠시만요 맥도 있었던 것 같은데"
2023-11-09 14:31:13,"돼지마","
출처: https://cucat.tistory.com/entry/피그마-한글-입력-오류-해결법 [큐캣의 탐구생활:티스토리]"
2023-11-09 14:31:16,"돼지마","요기한 번 봐보셔용"
2023-11-09 14:31:44,"돼지마","여담이지만 해결법 찾으려고 오카방에 '해결'이라고 검색했더니 
감사합니다 해결했어요 ㅠㅠ 이런 채팅이 엄청 많이 보이네요"
2023-11-09 14:31:58,"돼지마","새삼 다같이 알려주고 정보 공유하는 것에 감사하게 되네용 ㅋㅋㅋ"
2023-11-09 14:39:18,"레몬나르고빚갚으리오","아 저도 여기서 검색어로 뭘로 해야할지 몰라서 ㅠㅠ 카톡방이 휘발성이 넘 강한게 아쉽네요. 감사합니다! ㅎㅎ"
2023-11-09 14:39:47,"좌절하는 라이언","죄송합니다.. 해당 아이콘 플러스 버튼을 클릭을 해보았지만.. 뜨지 않습니다ㅠㅠ"
2023-11-09 14:40:02,"좌절하는 라이언","Photo"
2023-11-09 14:41:35,"돼지마","Photo"
2023-11-09 14:42:20,"돼지마","좀더 하위로 들어가셔서 아이콘 인스턴스만 선택되게 해보시겠어요?? "
2023-11-09 14:44:06,"연스","Photo"
2023-11-09 14:44:19,"연스","사진처럼 하단에 뜨는 이 형태를"
2023-11-09 14:44:22,"좌절하는 라이언","오오 해결이 되었습니다!!"
2023-11-09 14:44:23,"연스","뭐라고 부르시나요??"
2023-11-09 14:44:45,"돼지마","바텀시트입니당"
2023-11-09 14:44:46,"초롱초롱 튜브","바텀시트요 "
2023-11-09 14:45:21,"연스","감사합니당!!!!!!!"
2023-11-09 14:52:09,"부끄러운 어피치","Photo"
2023-11-09 14:52:46,"부끄러운 어피치","프레임들이 사라졌는데 어떻게 제 위치로 갈 수 있나요...ㅠㅠ 아무리 드래그 해도 안나오고 shift 1 해도 안나와요ㅠㅠ"
2023-11-09 14:53:00,"돼지마","n 눌러보셔요 아니면 페이지 업다운"
2023-11-09 14:54:18,"부끄러운 어피치","앗 해결햇어요 ㅎㅎㅎ 감사합니다"
2023-11-09 16:26:26,"마이크를 든 라이언","Photo"
2023-11-09 16:26:38,"마이크를 든 라이언","혹시 이런 캡션은 임의로 설정하는 방법 밖엔 없는걸까요?"
2023-11-09 16:27:32,"돼지마","Photo"
2023-11-09 16:27:47,"돼지마","텍스트 […] 클릭하시고 디테일 들어가면 있습니당"
2023-11-09 16:29:50,"마이크를 든 라이언","오오 감사합니다!! "
2023-11-09 18:59:57,"스무디볼","프로토타입질문입니다
페이지레이아웃을 오토레이아웃으로 
묶어버린 상태에서는 프로토타입 기능을 살리기가 힘들가요..?🥲
드롭다운 메뉴가 뒤로 숨어버리는데 방법 아시는분은 알려주시면 감사드리겟습니다
"
2023-11-09 19:00:11,"스무디볼","2 photos"
2023-11-09 19:08:43,"피튜","전체 페이지가 오토 레이아웃으로 구성되어 있나요?오토 레이아웃 더보기 옵션에서 canvas stacking 순서 바꿔보세요!"
2023-11-09 19:09:10,"피튜","Photo"
2023-11-09 19:28:41,"택배 상자를 든 네오","혹시 개인정보처리방침 관련해서 화면 설계 및 서비스 기획 경험있으신 분 계실까요..!?"
2023-11-09 21:09:33,"선풍기 바람 쐬는 어피치","텍스트 사이 최소마진 고정값으로 설정하려면 어떻게 해야할까요? 오토레이아웃으로 걸어놨는데 앞에 텍스트가 길어지면 뒷 텍스트 위로 그냥 올라가버리네요 ㅠㅠ 오토레이아웃으로 걸어놓은 마진값 유지하면서 텍스트가 길어졌으면 좋겠는데요"
2023-11-09 21:31:51,"돼지마","레이어구조랑 모양 캡쳐 가능하실까욥?"
2023-11-09 21:51:09,"김세진","주로 푸터 부분에 버튼으로 링크 노출하는것들 말씀하시는거죠? 많이 해봤습니당"
2023-11-09 22:44:33,"피튜","텍스트 리사이징 속성 체크해보세요! "
,"","The message has been deleted."
2023-11-10 07:31:20,"피튜","좋은 아침입니다😄
오늘은 재미난 오토 레이아웃과
텍스트 리사이징의 상관관계와 더불어 
텍스트 사용 팁  공유해드려요!

특히 오토 레이아웃 리사이징 하실 때는 
이 텍스트 툴 리사이징이랑 
꼭 연결해서 생각하셔야 오류를 
방지할 수 있습니다🙌🏻 

📍오토 레이아웃 리사이징  가로,세로 hug contents - 텍스트가 auto width로 자동 설정됨 
가로 fill container- 텍스트가 auto height으로 설정됨 
가로, 세로 fill container - 텍스트가 fixed size로 설정됨 

📍끝 글자 말줄임 시엔 ‘Truncate text’
오토 레이아웃과 함께 활용해 
효율을 올려보세요!
텍스트 더보기 옵션에 있고, 
최대 노출되는 글자수를 
지정할 수 있어요. 
-참고로 이 옵션을 제대로 쓰시려면(가변되도록) 텍스트 상자 리사이징을 fill container로 설정해 주셔야 합니다!


📍텍스트 줄, 자간 % 활용해 보기 
글자 크기를 늘릴 때 마다 자간과 행간을
일일이 줄이지 않아도 됩니다.
Auto라고 적어두고 쓰셔도 돼요!


📍버티컬 트림 
텍스트 상자의 불필요한 여백을 
제거해주는 기능입니다.
텍스트 더보기 옵션에 있어요!"
2023-11-10 08:06:50,"귀여운 라이언","truncate text는 어디있는 옵션일까요?"
2023-11-10 08:19:50,"✨","Type settings 맨 밑에 있어요! "
2023-11-10 08:19:52,"✨","Photo"
2023-11-10 08:24:00,"제이든","안녕하세요.  레이어 전체 닫기 단축키는 alt+L인데, 레이어 전체 열기 단축키도 있나요?"
2023-11-10 08:57:24,"귀여운 라이언","Photo"
2023-11-10 08:57:32,"귀여운 라이언","여기서 맥스라인은 글자수를 말하는걸까요?"
2023-11-10 09:01:01,"김세진","글자줄 수 입니다!"
2023-11-10 09:01:24,"김세진","1로하면 한줄 넘기면 ... 2로 하면 두줄넘었을 때 ..."
2023-11-10 09:02:07,"김세진","아예 텍스트 박스 너비가 지정되어있으면 그냥 ..."
2023-11-10 09:07:50,"귀여운 라이언","아아 fill로 하면 max-width겠군요"
2023-11-10 09:07:51,"귀여운 라이언","감사합니ㅣ다"
2023-11-10 09:17:49,"김세진","연말이 다가와서 그런지 많은 분들이 2024년도 UI/UX 트렌드 분석한 글을   올리시네요! 같이 보면 좋을 것 같아서 몇가지 공유해드려요!                            티그리스 디자인팀의 글                                                                                https://brunch.co.kr/@tigrisdesign/16                                                               제로베이스 UIUX 디자인 취업스쿨의 글                                                            https://brunch.co.kr/@tigrisdesign/16                                                                짱짱님의 글                                                                                                   https://deemo.kr/06/31                    "
2023-11-10 09:18:39,"김세진","ㅋㅋㅋ PC로 써서 그런지 글자 배열이 엉망이지만"
2023-11-10 09:20:21,"김세진","이런글 매년 찾아보는데 작년에 비해 AI를 이용한 서비스에 대한 내용을 많이 다뤘더라구요! "
2023-11-10 09:38:42,"귀여운 라이언","한"
2023-11-10 09:38:50,"귀여운 라이언","3~4년째 트렌드가 고착화돼가는거같네요"
2023-11-10 09:42:26,"레몬나르고빚갚으리오","제로베이스랑 티그리스 글 링크가 같아 보여용. ㅠ"
2023-11-10 09:42:56,"김세진","앗 그렇네요"
2023-11-10 09:43:08,"김세진","제로베이스 링크 입니다!https://zero-base.co.kr/event/media_insight_contents_DG_uiux_trend"
2023-11-10 09:43:30,"레몬나르고빚갚으리오","감사합니다! ㅎㅎ"
2023-11-10 10:02:02,"루틴","감사합니다!"
2023-11-10 10:11:14,"초롱초롱 네오","Photo"
2023-11-10 10:11:22,"초롱초롱 네오","이런 헤더 형태를 뭐라고 부르나용?"
2023-11-10 10:11:52,"멋쟁이 프로도","헤더라기보단 탭 같네오"
2023-11-10 10:14:35,"돼지마","탭바 라고하면 될 것 같아요"
2023-11-10 10:14:44,"초롱초롱 네오","헉 감사합니다!"
2023-11-10 10:15:47,"귀여운 라이언","글래스모피즘은 언제 끝날것인가.. "
2023-11-10 10:24:27,"신재로","진짜 혁신적인 디자인이 나오지 않는이상 계속 잔존할거 같아요"
2023-11-10 10:24:56,"신재로","미드센츄리모던도 잠깐 반짝 했지만"
2023-11-10 10:25:12,"신재로","다시 좀 소강상태인것처럼"
2023-11-10 10:25:34,"신재로","어떤 천재의 디자인 혁신이 나와야 될것 같습니다"
2023-11-10 10:31:50,"귀여운 라이언","저는 디자인 혁신보다"
2023-11-10 10:31:56,"귀여운 라이언","css4가 나와서 새로운 문법이 나와야"
2023-11-10 10:32:03,"귀여운 라이언","구현할수 있는 디자인의 한계가 달라질거같기도합니다"
2023-11-10 10:32:19,"귀여운 라이언","글래스모피즘도 솔직히 back-drop-filter 옵션들이 많이 나와서 구현가능하기에"
2023-11-10 10:32:24,"귀여운 라이언","호환성도 괜찮으니 많이 쓰이는거기도해서"
2023-11-10 10:44:41,"Joan","반응형웹카드 만드려고 하는데요..! 이미지를 fill값을 주려 했더니 hug랑 fixed옵션밖에 안뜨는데 왜이러는걸까요.."
2023-11-10 10:46:27,"퇴근하는 프로도","왜그러는지는 모르겠지만,,,
fixed해서 constraints를 왼쪽오른쪽으로 하면 반응형 될꺼예용!"
2023-11-10 10:47:50,"Joan","이미지에 constraints 옵션이 안뜨네요ㅜㅜ 오토레이아웃 걸어줬는데.."
2023-11-10 10:52:13,"Joan","해결했습니다..!!^^ 감사해요.."
2023-11-10 10:55:20,"코코볼","질문이 있습니다!!"
2023-11-10 10:55:56,"코코볼","Photo"
2023-11-10 10:56:29,"코코볼","이미지 처럼 텍스트에 그라데이션 주고 싶은데요... 방법이 있을까요??  "
2023-11-10 10:57:29,"씩씩거리는 무지","네모 박스를 그라데이션 주고 텍스트 위에 얹히시면 될 듯합니당!"
2023-11-10 11:02:01,"코코볼","그 방법 말고는 없는 걸까요?? "
2023-11-10 11:06:38,"먹보 네오","텍스트 컬러안에서 그라데이션 조절하셔도 돼요"
2023-11-10 11:11:25,"초롱초롱 네오","Photo"
2023-11-10 11:11:42,"초롱초롱 네오","이런 리스트 만들고 있는데 삭제를 저런 식으로 넣어도 괜찮을까요?"
2023-11-10 11:11:50,"초롱초롱 네오","불러오기보다 삭제가 눈에 띄는 것 같아서요"
2023-11-10 11:12:09,"초롱초롱 네오","그렇다고 버튼을 배경 프라이머리 컬러 + 폰트 흰색을 하자니"
2023-11-10 11:12:25,"초롱초롱 네오","너무 프라이머리 컬러를 많이 쓰는 게 아닐까 싶어 고민이에요"
2023-11-10 11:17:57,"신재로","삭제는 텍스트로 쓰지 않고 그냥 x 표시만 해줘도 될거 같습니다"
2023-11-10 11:18:15,"신재로","불러오기가 프라이머리 컬러 같은데"
2023-11-10 11:18:32,"신재로","박스 컬러를 없애는게 더 나을거 같아요"
2023-11-10 11:18:53,"초롱초롱 네오","불러오기의 박스 컬러를요??"
2023-11-10 11:18:55,"신재로","아니면 박스 컬러를 진하게 하고 불러오기를 흰색이나 검정으로"
2023-11-10 11:19:27,"신재로","불러오기의 텍스트 컬러를 박스 컬러로 해주시고 텍스트를 흰색으로 하면 더 잘보이지 않ㅇ르까요?"
2023-11-10 11:20:46,"챔","삭제 대신 ... 더보기 아이콘 넣고 누르면 셀렉트 옵션에 넣는것도 방벙"
2023-11-10 11:20:52,"챔","삭제를."
2023-11-10 11:23:40,"초롱초롱 네오","여기이건"
2023-11-10 11:23:47,"초롱초롱 네오","Photo"
2023-11-10 11:23:56,"초롱초롱 네오","대략적으로 이런 느낌이 맞을까요???"
2023-11-10 11:24:08,"초롱초롱 네오","헉 이것도 고민해봤는데"
2023-11-10 11:24:28,"초롱초롱 네오","옵션이 삭제 하나밖에 없는데 더보기 아이콘을 넣어도 괜찮을까요?"
2023-11-10 11:24:38,"신재로","그럼 안넣는게 좋아요"
2023-11-10 11:25:09,"초롱초롱 네오","오오"
2023-11-10 11:25:12,"신재로","그리고 박스 컬러 없애려면 박스에 스트로크를 넣어서 나눠주시는것도 좋습니다"
2023-11-10 11:25:27,"초롱초롱 네오","아 이해했어요!"
2023-11-10 11:25:29,"초롱초롱 네오","감사합니다"
2023-11-10 11:25:36,"초롱초롱 네오","Photo"
2023-11-10 11:25:42,"초롱초롱 네오","이게 기존의 와이어프레임인데"
2023-11-10 11:26:07,"초롱초롱 네오","삭제보단 자세히 보기가 강조돼야할 것 같아서 바꿨는데"
2023-11-10 11:26:26,"초롱초롱 네오","삭제의 위치는 이런 배치가 더 좋을까요?"
2023-11-10 11:26:52,"신재로","좀더 오른쪽 위로 올라가는게 좋을거 같아요"
2023-11-10 11:27:03,"신재로","오토레이아웃으로 오른쪽 끝으로 보내신거 같은데"
2023-11-10 11:27:14,"초롱초롱 네오","네 맞아용"
2023-11-10 11:27:22,"신재로","타이틀과 동일선상에 있는것보다"
2023-11-10 11:27:32,"신재로","엡솔루트 포지션 줘서"
2023-11-10 11:27:41,"신재로","좀더 이쁘게 맞추시는걸 추천합니다"
2023-11-10 11:28:22,"초롱초롱 네오","헉 감사합니다…!!!!"
2023-11-10 11:28:28,"손흔드는 라이언","Video"
2023-11-10 11:29:49,"손흔드는 라이언","혹시 이런건 어떻게 구현하는건지 아시는분 있으실까요??? Gif라기엔 이미지 품질이 많이 좋은듯해서 다른방법이 있는지 문의드려봐요"
2023-11-10 11:30:14,"돼지마","애프터이펙트 및 로띠 활용한 것 같습니당"
2023-11-10 11:31:01,"손흔드는 라이언","로티가 3d도 지원하나요??"
2023-11-10 11:31:01,"참돔교교주_브랜딩","부가설명에 명도를 좀 더 주고 x버튼에 명도를 줄여도 좋을것 같습니다.!"
2023-11-10 11:31:13,"손흔드는 라이언","2d만되는걸로 알고있엇는데.."
2023-11-10 11:32:04,"김세진","렌선사수님들 너무 멋지네영! ㅎㅎ 오카방 순기능 너무 잘 보여주는것같아요"
2023-11-10 11:42:38,"신재로","이런느낌으로 한번 해봤습니다"
2023-11-10 11:42:40,"신재로","Photo"
2023-11-10 11:52:26,"손흔드는 라이언","손흔드는 라이언 left this chatroom."
2023-11-10 12:03:26,"대시는내칭긔","대시는내칭긔 joined this chatroom."
2023-11-10 12:11:05,"돼지마","저 영상에서는 사실상 3d가 없는 것 같아요 그나마 트로피인데 그것도 3d개체 회전이 아니라 평면에 조명 효과로만 준 것 같아서요!"
2023-11-10 12:53:59,"졸린 무지","졸린 무지 left this chatroom."
2023-11-10 13:00:40,"부끄러운 어피치","부끄러운 어피치 joined this chatroom."
2023-11-10 13:02:56,"박박뱍","피그마로 패턴 어떻게 만드나요??"
2023-11-10 13:03:05,"박박뱍","체크무늬를 만들고 싶어요"
2023-11-10 13:11:36,"돼지마","그려서 반복하기
플러그인 찾아보기
fill에 이미지로 넣기"
2023-11-10 13:11:42,"돼지마","이정도 생각나네요,,"
2023-11-10 13:20:57,"박박뱍","감사합니당"
2023-11-10 13:22:59,"서놔/웹디자이너/부산","Photo"
2023-11-10 13:23:25,"서놔/웹디자이너/부산","이렇게 여백생기는거 ㅠ ㅠ 딱 맞출수 있을까요"
2023-11-10 13:23:58,"경례하는 프로도","아트보드 사이즈랑 프로토타입 디바이스 사이즈가 달라서 그런거 아닑까여"
2023-11-10 13:25:41,"서놔/웹디자이너/부산","아하..."
2023-11-10 13:25:48,"서놔/웹디자이너/부산","찾았어요 ㅎㅎ"
2023-11-10 13:25:54,"서놔/웹디자이너/부산","Emoticon"
